,actual,predicted
51902,40999,37223.766
40085,91995,47886.062
35834,28890,32760.133
11774,85950,80970.87
1363,32000,28897.957
41209,65999,70796.18
5897,16995,41921.832
37131,9500,13110.689
32487,49990,54316.375
42520,14500,12228.855
14449,29000,29824.385
43603,36990,49384.793
36194,28748,39392.33
3435,45000,65590.586
17441,11500,12780.377
47331,33333,33340.727
45442,36500,24998.785
52516,9000,7112.919
447,51899,35424.87
13030,24000,18125.908
34101,16900,17111.127
13253,48999,55855.438
48892,19000,32779.926
6915,12000,21259.318
51211,28600,34025.035
17976,11995,24115.994
13947,61000,54734.066
5822,4900,10602.89
46197,49999,27343.074
27977,12500,14525.274
46035,50000,66587.7
35753,8500,12070.883
1220,6500,21715.66
45042,75000,53802.96
34578,16500,23528.268
10250,20000,14595.586
48136,57500,38402.65
34741,45950,36333.812
32864,36000,48861.21
29871,134000,65361.03
53925,16000,25803.188
41924,16000,25897.18
23922,21750,26049.021
19800,19998,27377.17
6822,55000,38203.26
51066,18853,52719.406
29804,43000,51440.332
30352,26545,47854.797
39315,36500,49543.68
36757,16500,24886.342
13702,123999,45313.207
8184,38400,43396.29
12684,13900,19739.92
9836,45515,48956.273
42886,30000,16164.826
30761,42000,65895.42
17584,18000,28001.203
31861,17500,17426.045
795,30000,38057.74
40582,24500,26952.86
3482,15900,20709.143
29730,37995,60598.867
23949,51500,25015.531
25953,24999,26099.19
44431,15400,9930.9
50366,26500,23014.637
41630,16800,27847.016
19375,8300,48922.574
29438,44900,36381.19
35466,35000,26267.416
10979,3000,11545.166
35738,5500,8748.519
29785,11498,18752.273
14965,4500,10770.776
8796,48500,66157.6
25354,10000,10078.741
25587,29500,25343.688
17115,16000,13168.132
33242,6500,13199.391
48828,20997,27787.959
5953,9800,21925.697
26202,60894,47020.336
27819,26500,28211.133
24240,9975,15827.701
44518,15499,18798.822
26551,38500,42513.387
29323,25900,31419.812
37629,64000,72763.914
8006,42000,34533.684
6379,27000,26700.338
13519,30999,39333.96
51095,33999,48113.266
27912,12500,24328.94
36015,32000,39704.375
42308,11800,32871.168
31660,36000,45575.41
1465,12250,15690.163
8305,46900,46866.594
49085,32500,14260.52
2824,23995,35925.633
21268,15990,17140.086
2682,65000,54855.902
11157,4900,10351.994
22294,8900,13247.822
24606,9500,22837.986
22838,24000,16488.6
40080,11000,13670.07
50880,7900,8655.752
40822,30500,29041.795
1809,34000,60189.984
48561,46000,38109.312
40444,19500,24491.164
1702,18995,28396.633
8410,64000,51947.5
2335,34000,60706.39
52906,59995,58977.88
22584,18000,21991.535
26952,24995,37665.062
48925,65990,41024.793
15653,46199,39107.91
17463,15000,10366.406
7945,11800,15885.729
36661,34500,34043.875
4669,31990,55483.742
38988,4000,10648.901
34151,55000,57718.652
42650,57000,46018.43
22928,15000,10856.593
47006,45000,63289.277
923,30000,17497.633
37694,41100,32762.316
51709,24500,24949.713
3005,38700,51220.277
548,29500,26255.973
44425,8999,16748.982
36082,4500,13531.061
50855,25000,39620.33
6733,30999,47636.527
23275,47500,50385.105
10506,19500,27250.385
27482,51900,36648.582
43799,72567,44529.664
44707,51500,66102.766
47893,7500,24869.963
47391,171900,73479.59
38995,10200,29653.754
19182,9999,11530.238
6564,45999,42131.332
3143,35900,47766.746
32139,30500,23403.207
36992,4995,9826.717
47916,45480,40859.92
29337,27000,32077.037
45970,40995,34287.234
43777,35000,56605.242
48827,25650,31623.283
22904,24500,27167.422
14680,53999,48861.21
37392,11500,13770.349
39001,20999,26062.768
15903,34500,25119.889
30735,18000,29117.223
28631,62999,55742.99
39099,15499,15442.443
17005,59335,58049.1
4792,55000,31260.357
5913,14900,14614.3955
52715,10999,13727.422
31502,40599,46965.67
31278,7700,9263.601
50635,13999,16890.268
35739,5230,8441.593
184,38880,45446.492
18257,2300,7692.1978
23609,72000,56828.652
44980,63500,70093.17
41498,68495,60763.957
23775,30500,25497.285
10291,62999,66136.33
10688,66000,47442.145
44128,15000,25228.146
50413,28450,17657.746
8294,21000,39369.14
45473,53900,51508.305
38090,25000,36225.945
33631,11900,12208.188
30912,24000,31690.037
32010,9100,12668.895
31744,45000,49096.06
13,28250,36663.703
12478,13999,45392.89
4357,105500,80708.25
30725,9500,7805.364
8711,5700,8636.143
3766,63000,38901.71
8947,20900,24548.861
17128,50000,71722.63
28845,37000,48491.227
53901,37000,39618.098
24447,21999,30454.87
7867,12000,23258.3
40153,9500,16299.62
13649,14995,14154.272
15304,73897,43826.266
24707,75900,59246.785
50988,9999,16203.768
41781,39500,40240.27
21971,23500,23305.883
16922,12000,15885.729
31515,113990,70475.586
4603,4750,14129.561
51511,18500,19394.5
5593,15999,36842.766
32789,4200,17324.846
5067,20000,42006.453
15164,72900,62077.832
17123,64500,67009.48
27028,39500,64687.39
34053,10000,35247.125
40217,25500,35650.84
54039,16900,23180.281
25344,6000,15182.768
10336,58000,30542.984
19541,5500,7261.2427
18921,53600,76008.07
14410,52500,41390.574
34419,33000,34638.5
28734,9000,9217.207
20708,51500,54579.965
41874,162950,80407.266
28253,43550,35083.77
33222,52000,65079.074
1247,55000,46142.957
45879,36000,40407.895
23456,37900,33389.316
10594,79950,138783.2
29672,68750,47433.45
47680,21500,41506.86
21501,6800,14371.033
3775,22500,24221.197
25941,6699,17605.922
10500,46995,34970.664
37061,130000,62804.51
40534,7850,13705.113
26607,41899,39707.945
27591,19500,22926.049
10551,27999,55964.777
49088,17000,22203.207
33941,26000,24503.346
34278,42000,32879.758
51171,56900,67098.47
4012,64000,70865.91
42610,52000,69486.33
53232,16500,19503.27
52809,26900,61884.9
31711,19900,23165.424
41475,31000,49096.723
41299,11900,14307.238
40099,79999,71895.15
54122,7000,13670.145
17520,25000,29171.613
31199,7350,10818.915
45328,13999,34488.29
7556,68495,50149.65
29340,37000,36247.81
20209,42000,60325.74
52971,55000,45799.16
5777,35000,35198.23
48717,25980,42282.414
12616,31500,47153.13
48833,35000,27937.47
47102,35000,22332.707
38761,34000,26922.467
30035,36000,25967.36
43530,53000,47312.523
16755,2500,11751.859
53995,20900,46341.426
37626,20999,35992.58
52331,115785,49740.36
37796,32100,34859.918
44965,25500,22766.316
29255,175000,68906.0
35872,13999,32573.62
35446,29990,60273.28
11514,4999,11254.857
7201,8750,63475.14
43454,15600,27320.56
3533,7500,23657.34
645,42000,55436.723
27239,69000,58315.746
49775,25000,36402.76
54168,35707,40904.96
40418,42999,59693.836
51884,6250,11587.769
43699,13000,31227.725
14118,32000,54813.723
38345,20900,34740.38
45968,15000,16887.256
23820,41500,51479.773
613,43500,33665.695
42179,12999,15021.895
17727,33687,46065.734
51966,22500,30506.865
9785,35000,24510.428
29905,19000,35948.902
30537,53722,60158.28
51989,84500,51760.75
44116,14950,13316.41
8148,30500,38212.645
44734,49999,46805.79
46414,11250,14970.457
28027,39900,50313.777
25386,169000,56468.348
27829,21000,29650.361
33273,22000,21099.156
48896,15000,17836.422
42784,12500,24327.783
4325,14999,17263.717
41382,47850,52825.062
947,18000,17475.361
29289,28748,57735.707
24647,34000,25460.963
40622,29500,17288.22
28724,12000,9958.542
9083,30000,25175.848
26124,17000,26555.021
9664,17950,22187.82
9172,21500,48409.03
23695,14490,17453.635
38614,20999,26581.238
50919,50000,52382.332
50407,25500,20225.326
34568,23500,41939.35
36747,108900,70498.17
15340,14000,16973.672
11695,59500,62376.13
30830,59000,53418.38
932,29995,35610.25
48658,75000,52581.496
32111,15000,9610.2705
14223,37950,47460.625
13100,17900,19840.145
40447,49500,43695.594
51773,24000,29713.244
15862,14000,13908.803
12147,21000,20550.041
9186,8999,11552.973
20614,15300,15268.632
31796,17900,17234.578
47662,53800,37394.918
10804,29500,23416.02
13810,18000,14313.689
45117,35273,46756.87
3403,46850,39831.848
41228,23000,24226.29
161,15000,17482.592
21295,28000,21630.742
4432,14999,18629.08
40015,28000,24651.553
46834,30000,21693.676
31010,144664,112837.84
5194,14599,26034.693
609,18000,28368.953
18910,8900,16108.635
6068,45999,43671.133
8549,15000,18659.045
3680,17000,24417.648
33330,9000,10404.601
30987,16500,32308.436
5565,45861,105965.8
39053,24000,38174.2
31400,13600,9454.332
30145,28000,35338.152
18942,7000,15000.537
16656,12500,19664.77
49036,17000,19707.04
10810,20599,39506.715
1518,42000,34691.91
31708,36990,62570.65
32863,26000,28322.857
27472,90000,84308.36
40587,43500,41241.945
51049,32500,51846.812
10372,45000,31624.342
45465,115000,57904.168
7904,40000,37677.797
36204,41885,54557.594
32432,43000,20813.576
25506,64500,56606.133
314,68900,54093.02
38352,44800,74317.34
481,7899,13901.447
17044,63000,24606.555
45216,16000,16023.156
13966,3000,9698.644
21091,49500,46832.316
43279,5500,9105.423
14595,34500,40930.21
46866,22500,31756.844
46922,12980,10651.293
51679,9975,16091.078
49054,36950,58954.043
12150,11500,7126.011
28136,11000,11623.758
9475,25500,9657.537
53678,55000,50895.496
41051,66500,50313.777
19502,53500,40097.082
33415,54500,78466.125
48511,54490,44197.04
45323,28000,22493.664
28884,24900,26550.064
5203,53000,32797.74
17296,29000,39437.543
46397,11500,23554.494
12458,67000,45808.438
46610,199991,35463.98
12651,25000,20602.889
9806,29995,27512.662
9933,7899,13947.244
23028,15000,12875.111
32914,61000,32029.682
32836,22000,31015.213
1305,8500,11486.948
23133,78499,80998.85
13170,20500,37318.06
20837,13500,13741.237
44190,99750,67944.33
50602,52000,48071.793
14822,55000,70624.52
23128,11000,16992.04
10058,44000,69922.96
33612,10795,27669.17
14077,77900,120949.2
52170,6975,15959.234
19282,56000,47844.516
17483,24000,22582.35
19974,26500,37377.777
13178,22966,25315.291
15927,8999,15851.854
1376,65000,36348.395
21443,28000,14075.265
27500,50000,60189.605
50670,42999,59893.742
43655,10500,26459.527
41073,54500,64915.277
28665,7900,71164.01
48252,10500,15195.849
53541,32000,28768.457
27767,9499,12719.295
31760,26000,24028.414
43181,15000,22990.621
8844,20500,18764.834
51411,10000,13388.999
16061,15500,11894.087
27043,94000,65793.85
50579,14900,24859.172
32617,21000,36504.99
23382,164725,47268.86
17549,26691,23730.225
5529,21000,35773.996
45237,175000,63170.78
97,36000,32399.066
2743,55000,72758.13
20707,125900,93544.22
15810,6500,16695.066
28308,9500,11235.395
38696,53000,66910.21
5031,9900,12313.608
5764,56740,55477.812
35732,34700,24153.879
14832,32000,38721.367
7435,11000,10789.706
51362,61500,74627.32
33936,63000,26431.986
31839,12500,34288.9
47275,93999,57401.69
39487,18000,14937.507
1817,54900,50736.84
37545,130000,44447.85
20802,11000,12482.172
51475,30500,24988.592
36906,78000,52730.71
19809,40000,75728.86
3434,45000,50636.07
38625,30000,26759.998
38245,31906,45059.074
17095,17900,23219.426
41561,8500,17856.506
33891,28250,62161.85
24801,45000,65702.98
52801,9950,14049.602
2311,6500,9099.509
28141,23999,32049.834
44424,25000,24781.877
1531,15750,27433.238
21623,18000,15516.311
33400,7500,11340.453
3194,21495,27859.502
47673,72000,56484.17
120,34900,33473.375
28739,35707,26923.854
52615,69995,84202.36
28700,19999,25979.277
15616,99999,55607.82
48684,22500,26973.41
26443,34500,33511.723
16661,15900,13984.168
6839,5995,8985.828
46480,91000,64956.547
34880,27500,27639.209
46839,7200,9602.953
27536,13000,24156.215
34947,16000,15455.871
32089,18300,43415.86
15776,93500,30989.396
42872,35500,56163.133
3930,34000,37490.918
47234,24000,28801.66
42566,8500,14872.569
50617,38000,41739.266
290,17999,28460.588
31347,24995,27269.463
21362,58000,48837.707
49199,35000,47945.176
36677,108000,60730.312
14263,14200,13302.227
22590,31933,30170.428
19552,31950,22150.818
456,5500,13417.188
4398,46999,29255.03
25298,24995,26267.416
20578,54500,50814.207
26099,29500,35175.906
32669,38383,42515.04
22066,14200,13196.357
32400,3990,6336.09
8454,18000,48254.805
49946,9000,12190.003
18267,75000,70955.61
36249,13000,20350.729
18736,19975,16371.765
31842,39900,42929.305
10663,8950,31064.088
32676,10000,18745.053
13223,12700,18702.723
44778,45000,62226.293
27632,29995,70550.58
28187,11000,15572.819
40185,47500,44916.83
19211,257000,43561.902
48271,30000,17404.041
27525,8750,11317.471
48887,12449,12860.668
26422,13000,12740.257
4851,35000,40491.61
39729,42499,57569.793
50661,24980,22288.885
7230,56000,61438.12
33696,31900,59563.895
42554,17000,24347.648
18124,16499,13274.572
35590,29500,36376.887
762,50000,47675.21
208,104900,68861.37
31480,66500,77078.18
30128,39100,27085.744
41611,9250,13578.071
14546,77430,59286.145
27471,64500,49784.773
8279,8500,9504.46
10237,38500,33240.535
10541,29000,27234.459
1604,10500,27960.76
29006,12900,10099.482
45769,26000,31255.791
12519,9500,13763.381
45401,50000,65052.47
16943,34500,58180.613
29647,14750,24757.166
17180,44000,64301.81
14511,76000,59361.055
29781,38500,37164.895
24553,55000,63767.43
51999,9200,16303.257
2019,35200,41709.31
32947,11900,38792.13
13734,31000,10394.9
7537,21800,18971.709
17818,34900,30782.742
28476,76500,72030.28
8622,50000,34731.875
50269,21500,26904.707
11476,48995,55381.137
37474,16499,13451.769
18637,49999,48633.586
22125,25000,34566.76
25063,104999,19181.955
15680,37000,28534.078
43005,29500,22679.373
24904,80000,79118.19
6197,27000,42943.87
45911,36500,36198.895
28801,27500,40885.004
14526,41899,32933.863
4020,179000,52774.68
27498,14500,15116.797
52196,23000,31433.678
25663,23500,26819.453
43857,46900,47945.84
15309,10900,20213.451
33033,16500,15682.153
31104,25000,16807.36
4255,26497,29727.553
35662,44950,55212.305
33452,60000,62007.086
87,34000,48992.164
40604,4900,8059.2725
44817,19998,15269.187
5398,50000,49423.53
9877,13000,14445.141
17094,42500,33583.035
26790,35000,35607.926
46730,24000,57082.676
39241,175000,75207.836
16553,8500,16282.507
25210,38999,36435.504
19156,19999,26847.992
45551,34999,38671.22
52991,54800,78985.38
29199,8300,8737.764
18692,8500,9910.358
23092,13750,27012.355
18772,22500,22429.701
26992,38000,50933.4
49345,58900,85519.69
51205,27499,17573.785
12470,46500,49442.727
25833,5500,8767.758
13375,29993,50101.742
41880,52500,37168.33
6864,10500,12992.27
25083,129000,78131.586
16720,35900,42722.367
2783,26000,12296.172
11600,69500,51599.05
50704,11000,8780.443
27517,53499,50546.78
12419,44990,74971.58
33741,22000,25089.46
49400,44000,72583.305
50808,66500,53857.53
54145,4999,17864.23
27716,40100,37301.05
31821,36570,39654.625
28208,23600,46162.855
39160,20500,26040.225
2667,29000,28562.549
18939,13000,12350.503
15277,10500,11951.77
17714,29995,19061.36
617,6000,14220.775
11698,24500,22233.28
44982,61000,70014.89
20938,23999,27705.662
41439,28500,30904.379
474,41500,32919.37
36965,14000,16007.993
9319,105500,79543.695
3713,51900,38981.324
28646,10200,9943.063
54249,12000,13920.348
26901,43430,48904.754
17152,42000,36248.465
23443,46000,45379.934
52358,5900,12731.53
20865,3499,12551.285
46476,13500,20239.383
47457,49000,26533.445
9813,10000,14913.076
1421,35999,48867.867
40730,24900,20251.668
8993,62900,66657.61
48673,62500,18212.787
3283,93999,68588.586
32749,27000,34488.29
47750,18800,22903.424
5134,11000,12881.058
24658,16999,22455.2
28852,50658,45232.723
42954,71000,63862.207
46752,11500,23969.113
14303,19900,18669.246
13909,156900,68325.35
8669,3000,11791.325
53479,51500,45301.75
14579,20000,16005.232
15899,30000,31441.55
34342,18300,13262.55
35048,20000,37617.844
48513,18000,23857.72
39988,34645,43786.766
34119,11500,13990.41
30013,37900,39670.668
37556,12000,22145.207
9406,21590,23274.186
33921,114000,73599.14
37414,19000,36889.875
27022,42000,21860.611
33035,37000,36800.51
35671,51900,77171.42
52383,9495,11255.927
48342,9750,12030.716
27841,45950,57220.53
12314,43500,41599.945
54206,53500,47662.88
38133,10500,10621.566
25933,7000,11040.914
53858,15000,13587.013
31423,8500,9728.396
18797,53500,69619.21
6275,51000,25140.635
33896,19000,60834.76
28061,19500,29423.691
39759,28991,78076.21
3974,124000,79734.67
35967,26999,41033.656
29956,47000,52292.773
1340,28999,37915.4
20138,21900,11165.276
46230,110000,81104.71
24872,144940,34474.117
36998,50000,56005.61
2716,8500,18961.018
49773,12000,11166.866
17097,37000,27147.73
29685,35000,26168.69
6860,14500,53759.91
44045,9499,21454.959
6508,17000,10455.208
26826,32300,28999.14
23891,37500,50755.777
